ticker,date,market_cap,1_month_growth,3_month_growth,6_month_growth,12_month_growth
PUBM,2022-01,1344042574,0.7317,0.9788,0.8056,0.8584
PUBM,2023-12,878930397,1.1494,1.3517,0.9113,1.2381
PUBM,2023-11,764697306,1.242,1.0187,0.9764,0.9262
PUBM,2023-10,615712734,0.9469,0.6402,0.848,0.6561
PUBM,2023-09,650238605,0.8662,0.6742,0.9209,0.7028
PUBM,2023-08,750636909,0.7805,0.9584,0.894,0.7085
PUBM,2023-07,961693202,0.9971,1.3246,1.2808,1.1405
PUBM,2023-06,964463121,1.2315,1.3659,1.3586,1.0015
PUBM,2023-05,783178347,1.0787,0.9328,0.9486,0.7096
PUBM,2023-04,726051003,1.0283,0.967,0.7737,0.5618
PUBM,2023-03,706086911,0.841,0.9946,0.7632,0.5807
PUBM,2023-02,839626403,1.1182,1.017,0.7924,0.5777
PUBM,2023-01,750864390,1.0577,0.8002,0.8905,0.5587
PUBM,2024-04,1153695401,0.9474,1.4776,1.8738,1.589
PUBM,2024-03,1217688111,1.403,1.3854,1.8727,1.7246
PUBM,2024-02,867924043,1.1116,1.135,1.1563,1.0337
PUBM,2024-01,780815739,0.8884,1.2681,0.8119,1.0399
MIXT,2019-12,272855488,0.9939,0.8705,0.7817,
MIXT,2019-11,274527369,0.9572,0.8696,0.7162,
MIXT,2019-10,286796291,0.915,0.838,0.7523,
MIXT,2019-09,313440168,0.9928,0.898,0.7685,
MIXT,2019-08,315700649,0.9224,0.8236,0.7742,
MIXT,2019-07,342249441,0.9805,0.8978,0.9935,
MIXT,2019-06,349061742,0.9106,0.8558,,
MIXT,2019-05,383324919,1.0056,0.94,,
MIXT,2019-04,381205150,0.9346,1.1066,,
MIXT,2019-03,407866484,1.0002,,,
MIXT,2019-02,407796064,1.1838,,,
MIXT,2019-01,344478862,,,,
MIXT,2020-12,253917232,1.215,1.2778,1.2933,0.9306
MIXT,2020-11,208979394,1.1152,0.9705,1.1293,0.7612
MIXT,2020-10,187386059,0.943,0.9422,0.9544,0.6534
MIXT,2020-09,198713482,0.9228,1.0121,0.9626,0.634
MIXT,2020-08,215341047,1.0828,1.1636,0.7033,0.6821
MIXT,2020-07,198877084,1.013,1.013,0.6375,0.5811
MIXT,2020-06,196331909,1.0609,0.9511,0.7195,0.5625
MIXT,2020-05,185059221,0.9426,0.6044,0.6741,0.4828
MIXT,2020-04,196328933,0.9511,0.6293,0.6846,0.515
MIXT,2020-03,206430018,0.6742,0.7566,0.6586,0.5061
MIXT,2020-02,306187592,0.9814,1.1153,0.9699,0.7508
MIXT,2020-01,311975555,1.1434,1.0878,0.9115,0.9056
MIXT,2021-12,257870314,0.965,0.9082,0.7695,1.0156
MIXT,2021-11,267218401,0.9495,0.8763,0.8952,1.2787
MIXT,2021-10,281445355,0.9912,0.902,0.9411,1.502
MIXT,2021-09,283948994,0.9312,0.8473,0.9364,1.4289
MIXT,2021-08,304937158,0.9773,1.0216,0.969,1.4161
MIXT,2021-07,312029699,0.9311,1.0434,1.0577,1.569
MIXT,2021-06,335125325,1.1227,1.1052,1.3198,1.7069
MIXT,2021-05,298490036,0.9981,0.9485,1.4283,1.6129
MIXT,2021-04,299045050,0.9862,1.0137,1.5959,1.5232
MIXT,2021-03,303225868,0.9636,1.1942,1.5259,1.4689
MIXT,2021-02,314692866,1.0667,1.5059,1.4614,1.0278
MIXT,2021-01,295003520,1.1618,1.5743,1.4833,0.9456
MIXT,2022-12,163100440,0.9133,0.9389,0.7989,0.6325
MIXT,2022-11,178591191,1.0299,1.0078,0.7985,0.6683
MIXT,2022-10,173399525,0.9982,0.9938,0.7259,0.6161
MIXT,2022-09,173718970,0.9803,0.851,0.6627,0.6118
MIXT,2022-08,177206589,1.0156,0.7923,0.674,0.5811
MIXT,2022-07,174476271,0.8547,0.7304,0.685,0.5592
MIXT,2022-06,204144886,0.9128,0.7787,0.7917,0.6092
MIXT,2022-05,223655459,0.9362,0.8507,0.837,0.7493
MIXT,2022-04,238885266,0.9112,0.9378,0.8488,0.7988
MIXT,2022-03,262156299,0.9972,1.0166,0.9233,0.8646
MIXT,2022-02,262903172,1.0321,0.9839,0.8622,0.8354
MIXT,2022-01,254727609,0.9878,0.9051,0.8164,0.8635
MIXT,2023-12,158415136,1.2994,1.1769,1.0756,0.9713
MIXT,2023-11,121915241,0.9996,0.8483,0.7421,0.6826
MIXT,2023-10,121965919,0.9061,0.8356,0.6905,0.7034
MIXT,2023-09,134604271,0.9366,0.9139,0.7353,0.7748
MIXT,2023-08,143716052,0.9846,0.8749,0.7869,0.811
MIXT,2023-07,145968548,0.9911,0.8264,0.8769,0.8366
MIXT,2023-06,147281134,0.8966,0.8045,0.903,0.7215
MIXT,2023-05,164273287,0.9301,0.8995,0.9198,0.7345
MIXT,2023-04,176626331,0.9648,1.061,1.0186,0.7394
MIXT,2023-03,183072204,1.0024,1.1225,1.0538,0.6983
MIXT,2023-02,182633389,1.0971,1.0226,1.0306,0.6947
MIXT,2023-01,166465920,1.0206,0.96,0.9541,0.6535
MIXT,2024-03,250821601,1.2143,1.5833,1.8634,1.3701
MIXT,2024-02,206550108,1.0767,1.6942,1.4372,1.131
MIXT,2024-01,191839538,1.211,1.5729,1.3143,1.1524
EB,2019-12,1695742197,0.9779,1.1327,1.2822,
EB,2019-11,1733982888,1.1465,1.1648,1.2007,
EB,2019-10,1512366528,1.0102,1.0877,0.8582,
EB,2019-09,1497046126,1.0056,1.1319,0.7966,
EB,2019-08,1488677739,1.0707,1.0308,0.6195,
EB,2019-07,1390436864,1.0513,0.789,0.5805,
EB,2019-06,1322571726,0.9158,0.7038,,
EB,2019-05,1444188792,0.8195,0.601,,
EB,2019-04,1762181310,0.9377,0.7357,,
EB,2019-03,1879313914,0.782,,,
EB,2019-02,2403161473,1.0033,,,
EB,2019-01,2395239266,,,,
EB,2020-12,1653431041,1.3075,1.5922,1.9182,0.975
EB,2020-11,1264615672,1.3986,1.4166,1.662,0.7293
EB,2020-10,904230268,0.8707,1.1488,1.2646,0.5979
EB,2020-09,1038478455,1.1633,1.2047,1.2725,0.6937
EB,2020-08,892705052,1.1342,1.1732,0.5064,0.5997
EB,2020-07,787081855,0.9131,1.1008,0.4301,0.5661
EB,2020-06,861991245,1.1329,1.0562,0.5083,0.6518
EB,2020-05,760900664,1.0642,0.4317,0.4388,0.5269
EB,2020-04,715026399,0.8761,0.3907,0.4728,0.4058
EB,2020-03,816104793,0.463,0.4813,0.5451,0.4343
EB,2020-02,1762734274,0.9633,1.0166,1.1841,0.7335
EB,2020-01,1829917910,1.0791,1.21,1.3161,0.764
EB,2021-12,1500876056,0.8134,0.8851,0.7967,0.9077
EB,2021-11,1845157733,0.9654,1.1301,0.9393,1.4591
EB,2021-10,1911236151,1.1271,1.1595,0.8977,2.1137
EB,2021-09,1695772827,1.0386,0.9001,0.7963,1.6329
EB,2021-08,1632775669,0.9905,0.8312,0.9437,1.829
EB,2021-07,1648361899,0.875,0.7742,0.9727,2.0943
EB,2021-06,1883929441,0.959,0.8847,1.1394,2.1856
EB,2021-05,1964414029,0.9227,1.1354,1.5534,2.5817
EB,2021-04,2129048040,0.9998,1.2564,2.3545,2.9776
EB,2021-03,2129567516,1.2308,1.288,2.0507,2.6094
EB,2021-02,1730189118,1.021,1.3682,1.9381,0.9815
EB,2021-01,1694601796,1.0249,1.8741,2.153,0.9261
EB,2022-12,615763795,0.8948,0.902,0.558,0.4103
EB,2022-11,688181811,1.1027,0.8928,0.6017,0.373
EB,2022-10,624096314,0.9142,0.5929,0.494,0.3265
EB,2022-09,682646382,0.8857,0.6187,0.4947,0.4026
EB,2022-08,770777639,0.7323,0.674,0.5333,0.4721
EB,2022-07,1052537782,0.9539,0.8331,0.6907,0.6385
EB,2022-06,1103440378,0.9648,0.7997,0.7352,0.5857
EB,2022-05,1143648354,0.9052,0.7913,0.6198,0.5822
EB,2022-04,1263462357,0.9157,0.8291,0.6611,0.5934
EB,2022-03,1379794431,0.9547,0.9193,0.8137,0.6479
EB,2022-02,1445339526,0.9485,0.7833,0.8852,0.8354
EB,2022-01,1523891033,1.0153,0.7973,0.9245,0.8993
EB,2023-12,805425940,1.0878,0.8165,0.9495,1.308
EB,2023-11,740405285,0.8312,0.6923,1.0384,1.0759
EB,2023-10,890738699,0.903,0.8674,1.1088,1.4272
EB,2023-09,986397939,0.9223,1.1629,1.146,1.445
EB,2023-08,1069527034,1.0415,1.5,1.246,1.3876
EB,2023-07,1026915559,1.2106,1.2783,1.3903,0.9757
EB,2023-06,848253061,1.1897,0.9855,1.3776,0.7687
EB,2023-05,713009802,0.8876,0.8306,1.0361,0.6235
EB,2023-04,803328252,0.9333,1.0876,1.2872,0.6358
EB,2023-03,860754700,1.0027,1.3979,1.2609,0.6238
EB,2023-02,858396669,1.1622,1.2473,1.1137,0.5939
EB,2023-01,738610769,1.1995,1.1835,0.7017,0.4847
EB,2024-04,547124326,0.9865,0.6847,0.6142,0.6811
EB,2024-03,554618141,0.6651,0.6886,0.5623,0.6443
EB,2024-02,833935420,1.0436,1.1263,0.7797,0.9715
EB,2024-01,799101495,0.9921,0.8971,0.7782,1.0819
VRSN,2019-12,22280099888,1.0109,0.9733,0.9124,
VRSN,2019-11,22040719174,1.0138,0.907,0.952,
VRSN,2019-10,21741115494,0.9498,0.8509,0.9634,
VRSN,2019-09,22891129376,0.942,0.9375,1.0593,
VRSN,2019-08,24301707166,0.9511,1.0496,1.1592,
VRSN,2019-07,25550265602,1.0464,1.1322,1.3376,
VRSN,2019-06,24418280040,1.0547,1.13,,
VRSN,2019-05,23152968300,1.026,1.1044,,
VRSN,2019-04,22567320600,1.0443,1.1814,,
VRSN,2019-03,21609295242,1.0308,,,
VRSN,2019-02,20963841030,1.0975,,,
VRSN,2019-01,19101811771,,,,
VRSN,2020-12,24009719207,1.0613,1.0259,0.9977,1.0776
VRSN,2020-11,22623121048,0.9749,0.9463,0.9243,1.0264
VRSN,2020-10,23204577360,0.9915,0.9781,0.9961,1.0673
VRSN,2020-09,23403548080,0.9789,0.9725,1.1383,1.0224
VRSN,2020-08,23907205428,1.0077,0.9767,0.9995,0.9838
VRSN,2020-07,23725298570,0.9858,1.0184,0.9737,0.9286
VRSN,2020-06,24066098573,0.9832,1.1705,1.0802,0.9856
VRSN,2020-05,24476806420,1.0507,1.0233,1.1105,1.0572
VRSN,2020-04,23296413881,1.133,0.9561,1.0715,1.0323
VRSN,2020-03,20560919033,0.8596,0.9228,0.8982,0.9515
VRSN,2020-02,23920330000,0.9817,1.0853,0.9843,1.141
VRSN,2020-01,24365378333,1.0936,1.1207,0.9536,1.2756
VRSN,2021-12,27139488549,1.0351,1.1185,1.0857,1.1304
VRSN,2021-11,26219390586,1.1159,1.1015,1.0555,1.159
VRSN,2021-10,23497180133,0.9684,0.9258,0.9972,1.0126
VRSN,2021-09,24264678194,1.0194,0.9707,1.1112,1.0368
VRSN,2021-08,23803523863,0.9378,0.9583,1.0603,0.9957
VRSN,2021-07,25381750571,1.0154,1.0772,1.1303,1.0698
VRSN,2021-06,24997616954,1.0063,1.1448,1.0411,1.0387
VRSN,2021-05,24840062800,1.0542,1.1064,1.098,1.0148
VRSN,2021-04,23562786666,1.0791,1.0493,1.0154,1.0114
VRSN,2021-03,21836117826,0.9726,0.9095,0.933,1.062
VRSN,2021-02,22450588105,0.9997,0.9924,0.9391,0.9386
VRSN,2021-01,22456600263,0.9353,0.9678,0.9465,0.9217
VRSN,2022-12,21295524761,1.052,1.1125,1.1655,0.7847
VRSN,2022-11,20243570476,1.0486,0.9649,1.0933,0.7721
VRSN,2022-10,19306232857,1.0086,1.0075,0.8312,0.8216
VRSN,2022-09,19142297142,0.9124,1.0477,0.8127,0.7889
VRSN,2022-08,20980284652,1.0949,1.1331,0.8907,0.8814
VRSN,2022-07,19161957150,1.0487,0.825,0.7658,0.755
VRSN,2022-06,18271330428,0.9868,0.7757,0.6732,0.7309
VRSN,2022-05,18516309333,0.7972,0.7861,0.7062,0.7454
VRSN,2022-04,23226188800,0.986,0.9282,0.9885,0.9857
VRSN,2022-03,23555316260,1.0001,0.8679,0.9708,1.0787
VRSN,2022-02,23554090000,0.9413,0.8983,0.9895,1.0492
VRSN,2022-01,25023720100,0.922,1.065,0.9859,1.1143
VRSN,2023-12,21693995400,1.0142,1.0436,0.9384,1.0187
VRSN,2023-11,21389921000,1.0082,1.0115,0.9233,1.0566
VRSN,2023-10,21215968772,1.0206,0.9558,0.9491,1.0989
VRSN,2023-09,20787703650,0.9831,0.8992,0.9979,1.086
VRSN,2023-08,21145726304,0.9526,0.9128,0.9633,1.0079
VRSN,2023-07,22197330750,0.9602,0.993,0.9987,1.1584
VRSN,2023-06,23117775333,0.9979,1.1098,1.0856,1.2652
VRSN,2023-05,23166346863,1.0363,1.0554,1.1444,1.2511
VRSN,2023-04,22353866263,1.0731,1.0058,1.1579,0.9624
VRSN,2023-03,20831112304,0.949,0.9782,1.0882,0.8843
VRSN,2023-02,21950766684,0.9876,1.0843,1.0463,0.9319
VRSN,2023-01,22226054650,1.0437,1.1512,1.1599,0.8882
VRSN,2024-04,18988499500,0.9767,0.9129,0.895,0.8495
VRSN,2024-03,19441695600,0.9649,0.8962,0.9352,0.9333
VRSN,2024-02,20149065300,0.9687,0.942,0.9529,0.9179
VRSN,2024-01,20800745000,0.9588,0.9804,0.9371,0.9359
ALRM,2019-12,2060880269,0.9397,0.8793,0.7912,
ALRM,2019-11,2193223137,0.9487,0.9535,0.7177,
ALRM,2019-10,2311793737,0.9864,0.929,0.7058,
ALRM,2019-09,2343767457,1.019,0.8999,0.8005,
ALRM,2019-08,2300085947,0.9243,0.7526,0.7433,
ALRM,2019-07,2488358000,0.9554,0.7597,0.9013,
ALRM,2019-06,2604618339,0.8523,0.8896,,
ALRM,2019-05,3055999092,0.933,0.9876,,
ALRM,2019-04,3275315620,1.1186,1.1863,,
ALRM,2019-03,2928000685,0.9463,,,
ALRM,2019-02,3094305997,1.1208,,,
ALRM,2019-01,2760911820,,,,
ALRM,2020-12,4336646467,1.2607,1.5615,1.4772,2.1043
ALRM,2020-11,3439823482,1.1706,1.1895,1.4829,1.5684
ALRM,2020-10,2938445435,1.058,0.8632,1.4111,1.2711
ALRM,2020-09,2777230553,0.9604,0.946,1.4113,1.1849
ALRM,2020-08,2891853299,0.8495,1.2467,1.2777,1.2573
ALRM,2020-07,3404161424,1.1596,1.6348,1.5757,1.368
ALRM,2020-06,2935644445,1.2656,1.4918,1.4245,1.1271
ALRM,2020-05,2319609386,1.1139,1.0249,1.0576,0.759
ALRM,2020-04,2082338337,1.0582,0.9638,0.9007,0.6358
ALRM,2020-03,1967833492,0.8694,0.9549,0.8396,0.6721
ALRM,2020-02,2263340961,1.0476,1.032,0.984,0.7315
ALRM,2020-01,2160445146,1.0483,0.9345,0.8682,0.7825
ALRM,2021-12,4050027503,0.9557,0.9948,0.982,0.9339
ALRM,2021-11,4237678645,1.0538,1.0192,1.0358,1.2319
ALRM,2021-10,4021474937,0.9878,0.9658,0.8844,1.3686
ALRM,2021-09,4071060735,0.9792,0.9871,0.9448,1.4659
ALRM,2021-08,4157695737,0.9985,1.0162,0.8599,1.4377
ALRM,2021-07,4164093598,1.0096,0.9158,0.8413,1.2232
ALRM,2021-06,4124403570,1.0081,0.9571,0.9511,1.4049
ALRM,2021-05,4091333617,0.8997,0.8462,1.1894,1.7638
ALRM,2021-04,4547191231,1.0552,0.9187,1.5475,2.1837
ALRM,2021-03,4309127304,0.8913,0.9937,1.5516,2.1898
ALRM,2021-02,4834840331,0.9768,1.4055,1.6719,2.1362
ALRM,2021-01,4949510887,1.1413,1.6844,1.454,2.291
ALRM,2022-12,2469720325,0.9453,0.7407,0.7978,0.6098
ALRM,2022-11,2612593965,0.8288,0.7298,0.8635,0.6165
ALRM,2022-10,3152275611,0.9454,0.9508,1.0216,0.7839
ALRM,2022-09,3334457003,0.9314,1.0772,1.0055,0.8191
ALRM,2022-08,3580006333,1.0798,1.1832,1.018,0.8611
ALRM,2022-07,3315414488,1.071,1.0745,0.8591,0.7962
ALRM,2022-06,3095565650,1.0231,0.9334,0.7643,0.7505
ALRM,2022-05,3025670136,0.9806,0.8604,0.714,0.7395
ALRM,2022-04,3085603618,0.9304,0.7995,0.7673,0.6786
ALRM,2022-03,3316372746,0.943,0.8189,0.8146,0.7696
ALRM,2022-02,3516678595,0.9112,0.8299,0.8458,0.7274
ALRM,2022-01,3859198360,0.9529,0.9596,0.9268,0.7797
ALRM,2023-12,2993192551,1.0873,1.0002,1.1903,1.212
ALRM,2023-11,2752951944,0.9655,0.982,1.1341,1.0537
ALRM,2023-10,2851198725,0.9528,1.0669,1.1807,0.9045
ALRM,2023-09,2992506185,1.0675,1.19,1.2153,0.8974
ALRM,2023-08,2803390356,1.0491,1.1549,1.0531,0.7831
ALRM,2023-07,2672310169,1.0627,1.1066,1.0465,0.806
ALRM,2023-06,2514681630,1.0359,1.0213,1.0182,0.8123
ALRM,2023-05,2427483346,1.0052,0.9119,0.9291,0.8023
ALRM,2023-04,2414911089,0.9808,0.9457,0.7661,0.7826
ALRM,2023-03,2462274774,0.925,0.997,0.7384,0.7425
ALRM,2023-02,2662003965,1.0425,1.0189,0.7436,0.757
ALRM,2023-01,2553572249,1.034,0.8101,0.7702,0.6617
ALRM,2024-04,3700122053782,0.9181,1197.7399,1297.7426,1532.198
ALRM,2024-03,4030373771387,3.3283,1346.5134,1346.8222,1636.8497
ALRM,2024-02,1210924424713,391.9796,439.864,431.95,454.892
ALRM,2024-01,3089253495,1.0321,1.0835,1.156,1.2098
ARC,2019-12,55558992,0.9914,0.9113,0.5882,
ARC,2019-11,56038514,0.8958,0.8126,0.5795,
ARC,2019-10,62557421,1.026,0.7232,0.5917,
ARC,2019-09,60969223,0.8841,0.6455,0.5923,
ARC,2019-08,68959451,0.7972,0.7131,0.6164,
ARC,2019-07,86500871,0.9158,0.8182,0.7496,
ARC,2019-06,94452412,0.9768,0.9176,,
ARC,2019-05,96699272,0.9147,0.8644,,
ARC,2019-04,105718821,1.0271,0.9162,,
ARC,2019-03,102933494,0.9201,,,
ARC,2019-02,111868893,0.9694,,,
ARC,2019-01,115394656,,,,
ARC,2020-12,59274272,1.043,1.3881,1.3896,1.0669
ARC,2020-11,56828459,1.2094,1.0983,1.6113,1.0141
ARC,2020-10,46990341,1.1004,1.1391,1.5667,0.7512
ARC,2020-09,42702045,0.8253,1.0011,1.1047,0.7004
ARC,2020-08,51744225,1.2544,1.4672,0.9371,0.7504
ARC,2020-07,41250854,0.9671,1.3754,0.7061,0.4769
ARC,2020-06,42656012,1.2095,1.1035,0.7678,0.4516
ARC,2020-05,35268407,1.1759,0.6387,0.6294,0.3647
ARC,2020-04,29992319,0.7759,0.5134,0.4794,0.2837
ARC,2020-03,38656000,0.7001,0.6958,0.634,0.3755
ARC,2020-02,55215658,0.9451,0.9853,0.8007,0.4936
ARC,2020-01,58421849,1.0515,0.9339,0.6754,0.5063
ARC,2021-12,133392353,1.0534,1.0778,1.4092,2.2504
ARC,2021-11,126631234,1.0624,1.1302,1.437,2.2283
ARC,2021-10,119188223,0.963,1.3739,1.2629,2.5364
ARC,2021-09,123766892,1.1046,1.3075,1.3606,2.8984
ARC,2021-08,112048048,1.2916,1.2716,1.1569,2.1654
ARC,2021-07,86750518,0.9164,0.9192,1.0726,2.103
ARC,2021-06,94661468,1.0742,1.0407,1.597,2.2192
ARC,2021-05,88119231,0.9337,0.9098,1.5506,2.4985
ARC,2021-04,94378209,1.0375,1.1669,2.0085,3.1467
ARC,2021-03,90963147,0.9392,1.5346,2.1302,2.3531
ARC,2021-02,96851292,1.1975,1.7043,1.8717,1.7541
ARC,2021-01,80879949,1.3645,1.7212,1.9607,1.3844
ARC,2022-12,120685929,1.0352,1.0394,1.0184,0.9047
ARC,2022-11,116583975,1.1845,0.928,0.8654,0.9207
ARC,2022-10,98426795,0.8477,0.8976,0.612,0.8258
ARC,2022-09,116111037,0.9242,0.9798,0.7467,0.9381
ARC,2022-08,125635661,1.1457,0.9326,0.9198,1.1213
ARC,2022-07,109660960,0.9254,0.6819,0.7327,1.2641
ARC,2022-06,118505323,0.8797,0.7621,0.8884,1.2519
ARC,2022-05,134717142,0.8377,0.9862,1.0639,1.5288
ARC,2022-04,160824625,1.0342,1.0746,1.3493,1.704
ARC,2022-03,155503740,1.1384,1.1658,1.2564,1.7095
ARC,2022-02,136597305,0.9127,1.0787,1.2191,1.4104
ARC,2022-01,149663712,1.122,1.2557,1.7252,1.8504
ARC,2023-12,128874788,1.0816,0.9216,1.0073,1.0679
ARC,2023-11,119151199,0.9409,0.8223,0.9507,1.022
ARC,2023-10,126636835,0.9056,0.8565,0.9593,1.2866
ARC,2023-09,139832443,0.965,1.093,1.0388,1.2043
ARC,2023-08,144905620,0.9801,1.1562,0.9574,1.1534
ARC,2023-07,147853873,1.1557,1.12,1.0392,1.3483
ARC,2023-06,127936881,1.0208,0.9504,1.0601,1.0796
ARC,2023-05,125329110,0.9494,0.8281,1.075,0.9303
ARC,2023-04,132007294,0.9807,0.9278,1.3412,0.8208
ARC,2023-03,134609643,0.8894,1.1154,1.1593,0.8656
ARC,2023-02,151350745,1.0638,1.2982,1.2047,1.108
ARC,2023-01,142272612,1.1789,1.4455,1.2974,0.9506
ARC,2024-04,112341849,1.1192,0.869,0.8871,0.851
ARC,2024-03,100378131,0.8662,0.7789,0.7178,0.7457
ARC,2024-02,115889560,0.8964,0.9726,0.7998,0.7657
ARC,2024-01,129283104,1.0032,1.0209,0.8744,0.9087
HCAT,2019-12,1300738281,1.0027,1.2754,,
HCAT,2019-11,1297200528,1.2365,1.0873,,
HCAT,2019-10,1049127358,1.0287,0.9,,
HCAT,2019-09,1019894068,0.8549,,,
HCAT,2019-08,1193050784,1.0235,,,
HCAT,2019-07,1165647966,,,,
HCAT,2020-12,1723363106,1.1542,1.2296,1.5359,1.3249
HCAT,2020-11,1493106456,1.0007,1.1223,1.4273,1.151
